bbg_ticker,change,count,delist_date,effective_date,fund_beta,halt_flag,ipo_date,ipo_return,listing_place,number_of_cons,review_type,sector,stock_beta,stock_code,stock_name,stock_name_chinese,trade_end_date,trade_id,trade_start_date,year
1149 HK Equity,Add,13,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,1.0363,1149,Anxin-China,中國安芯,2012-04-16,956,2011-12-12,2012
1231 HK Equity,Add,13,,2012-03-05,0.9956,False,,,HK,372,Regular,Materials,0.8452,1231,Newton Res,新礦資源,2012-04-16,957,2011-12-12,2012
1238 HK Equity,Add,13,,2012-03-05,0.9956,False,,,HK,372,Regular,Properties & Construction,0.7955,1238,Powerlong,寶龍地產,2012-04-16,958,2011-12-12,2012
1293 HK Equity,Add,13,,2012-03-05,0.9955,False,2011-12-14,-14.117647058823534,HK,372,Regular,Unknown,,1293,Baoxin Auto,寶信汽車,2012-04-16,959,2011-12-14,2012
1336 HK Equity,Add,13,,2012-03-05,0.9953,False,2011-12-15,-9.824561403508769,HK,372,Regular,Financials,,1336,NCI,新華保險,2012-04-16,960,2011-12-15,2012
1997 HK Equity,Add,13,,2012-03-05,0.9956,True,,,HK,372,Regular,Industrials,,1997,RMIH,峻凌國際,2012-04-16,961,2011-12-12,2012
6030 HK Equity,Add,13,,2012-03-05,0.9956,False,,,HK,372,Regular,Financials,1.0408,6030,CITIC Sec,中信証券,2012-04-16,962,2011-12-12,2012
6808 HK Equity,Add,13,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.7321,6808,Sunart Retail,高鑫零售,2012-04-16,963,2011-12-12,2012
171 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Financials,1.0332,171,Silver Grant,銀建國際,2012-04-16,964,2011-12-12,2012
196 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Energy,0.8927,196,Honghua Group,宏華集團,2012-04-16,965,2011-12-12,2012
241 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Information Technology,1.3437999999999999,241,CITIC 21CN,中信21世紀,2012-04-16,966,2011-12-12,2012
345 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.6034,345,Vitasoy Int'l,維他奶國際集團,2012-04-16,967,2011-12-12,2012
1730563D HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Industrials,1.0418,382,Welling Holding,威靈控股,2012-04-16,968,2011-12-12,2012
480 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Properties & Construction,0.9096,480,HKR Int'l,香港興業國際,2012-04-16,969,2011-12-12,2012
737 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.5509,737,Hopewell Infra,合和公路基建,2012-04-16,970,2011-12-12,2012
775 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.8235,775,CKLIFE Sciences,長江生命科技,2012-04-16,971,2011-12-12,2012
818 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Information Technology,0.8199,818,Hi Sun Tech,高陽科技,2012-04-16,972,2011-12-12,2012
867 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.6126,867,CMS,康哲藥業,2012-04-16,973,2011-12-12,2012
926 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.7339,926,Besunyen,碧生源,2012-04-16,974,2011-12-12,2012
958 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Utilities,0.7551,958,Huaneng Renewables,華能新能源,2012-04-16,975,2011-12-12,2012
983 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Properties & Construction,0.8801,983,SOCAM Dev,瑞安建業,2012-04-16,976,2011-12-12,2012
1070 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,1.149,1070,TCL Multimedia,TCL多媒體,2012-04-16,977,2011-12-12,2012
1080 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Energy,0.9504,1080,Shengli Pipe,勝利管道,2012-04-16,978,2011-12-12,2012
1111 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Financials,0.6345,1111,Chong Hing Bank,創興銀行,2012-04-16,979,2011-12-12,2012
1168 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Properties & Construction,0.9404,1168,Sinolink Hold,百仕達控股,2012-04-16,980,2011-12-12,2012
1378 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Materials,0.6024,1378,ChinaHongqiao,中國宏橋,2012-04-16,981,2011-12-12,2012
1628 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Properties & Construction,0.7626,1628,Yuzhou PPT,禹洲地產,2012-04-16,982,2011-12-12,2012
1683 HK Equity,Delete,-24,,2012-03-05,0.9956,True,,,HK,372,Regular,Industrials,,1683,IMM,國際煤機,2012-04-16,983,2011-12-12,2012
2099 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Materials,0.8134,2099,ChinaGoldIntl,中國黃金國際,2012-04-16,984,2011-12-12,2012
2300 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,0.6624,2300,AMVIG Holdings,澳科控股,2012-04-16,985,2011-12-12,2012
2362 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Unknown,1.0518,2362,Jinchuan Int'l,金川國際,2012-04-16,986,2011-12-12,2012
3336 HK Equity,Delete,-24,,2012-03-05,0.9956,False,,,HK,372,Regular,Information Technology,0.7952,3336,Ju Teng Intl,巨騰國際,2012-04-16,987,2011-12-12,2012
923 HK Equity,Delete,-2,2011-11-25,2012-01-13,0.9934,False,,,HK,383,Interim,Materials,0.753,923,Fook Woo Group,福和集團,2011-11-25,988,2011-10-21,2012
0905737D HK Equity,Delete,-2,2012-01-12,2012-01-13,0.9934,False,,,HK,383,Interim,Unknown,0.5917,968,Little Sheep,小肥羊,2012-01-12,989,2011-10-21,2012
1929 HK Equity,Add,1,,2012-01-03,0.9954,False,2011-12-15,-7.9999999999999964,HK,385,Interim,Unknown,,1929,Chow Tai Fook,周大福,2012-02-14,990,2011-12-15,2012
591 HK Equity,Delete,-1,2011-10-27,2011-12-12,0.9963,False,,,HK,384,Interim,Industrials,0.8049,591,C HighPrecision,中國高精密,2011-10-27,991,2011-09-19,2011
682 HK Equity,Delete,-1,2011-09-26,2011-11-07,0.9964,False,,,HK,385,Interim,Unknown,1.0316,682,Chaoda Modern,超大現代,2011-09-26,992,2011-08-15,2011
163 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Properties & Construction,0.8629,163,Emperor IHL,英皇國際,2011-10-17,993,2011-06-13,2011
315 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Telecommunications,0.5094,315,SmarTone Tele,數碼通電訊,2011-10-17,994,2011-06-13,2011
467 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Energy,0.684,467,UnitedEnergy GP,聯合能源集團,2011-10-17,995,2011-06-13,2011
659 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Properties & Construction,0.6907,659,NWS Holdings,新創建集團,2011-10-17,996,2011-06-13,2011
716 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Industrials,1.064,716,Singamas Cont,勝獅貨櫃,2011-10-17,997,2011-06-13,2011
729 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Industrials,0.761,729,SinopolyBattery,中聚電池,2011-10-17,998,2011-06-13,2011
769 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Materials,1.0289,769,China RareEarth,中國稀土,2011-10-17,999,2011-06-13,2011
887 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,1.0036,887,Emperor Watch&J,英皇鐘錶珠寶,2011-10-17,1000,2011-06-13,2011
958 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Utilities,1.6288,958,Huaneng Renewables,華能新能源,2011-10-17,1001,2011-06-13,2011
976 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Materials,0.7139,976,Chiho-Tiande,齊合天地,2011-10-17,1002,2011-06-13,2011
985 HK Equity,Add,23,,2011-09-05,0.991,False,2011-06-14,12.82051282051282,HK,386,Regular,Financials,0.8149,985,CST Mining,中科礦業,2011-10-17,1003,2011-06-14,2011
999 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.9824,999,I.T,I.T,2011-10-17,1004,2011-06-13,2011
1697750D HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.8346,1025,Wumart,物美商業,2011-10-17,1005,2011-06-13,2011
1115 HK Equity,Add,23,,2011-09-05,0.9914,False,2011-06-30,23.0,HK,386,Regular,Unknown,,1115,Tibet 5100,西藏5100,2011-10-17,1006,2011-06-30,2011
1378 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Materials,0.499,1378,ChinaHongqiao,中國宏橋,2011-10-17,1007,2011-06-13,2011
1555 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Energy,1.4077,1555,MIE Holdings,MI能源,2011-10-17,1008,2011-06-13,2011
2282 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,-1.0669,2282,MGM China,美高梅中國,2011-10-17,1009,2011-06-13,2011
2299 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.8661,2299,Billion Ind,百宏實業,2011-10-17,1010,2011-06-13,2011
2362 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.9068,2362,Jinchuan Int'l,金川國際,2011-10-17,1011,2011-06-13,2011
2607 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.4518,2607,Shanghai Pharma,上海醫藥,2011-10-17,1012,2011-06-13,2011
2678 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.7554,2678,Texhong Textile,天虹紡織,2011-10-17,1013,2011-06-13,2011
2789 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Properties & Construction,0.3948,2789,Yuanda China,遠大中國,2011-10-17,1014,2011-06-13,2011
3360 HK Equity,Add,23,,2011-09-05,0.991,False,,,HK,386,Regular,Financials,0.7941,3360,FE Horizon,遠東宏信,2011-10-17,1015,2011-06-13,2011
44 HK Equity,Delete,-5,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.5848,44,HAECO,香港飛機工程,2011-10-17,1016,2011-06-13,2011
53 HK Equity,Delete,-5,,2011-09-05,0.991,False,,,HK,386,Regular,Financials,0.4687,53,Guoco Group,國浩集團,2011-10-17,1017,2011-06-13,2011
86 HK Equity,Delete,-5,,2011-09-05,0.991,False,,,HK,386,Regular,Financials,0.7529,86,Sun Hung Kai Co,新鴻基公司,2011-10-17,1018,2011-06-13,2011
1238 HK Equity,Delete,-5,,2011-09-05,0.991,False,,,HK,386,Regular,Properties & Construction,0.8045,1238,Powerlong,寶龍地產,2011-10-17,1019,2011-06-13,2011
1717 HK Equity,Delete,-5,,2011-09-05,0.991,False,,,HK,386,Regular,Unknown,0.921,1717,Ausnutria,澳優,2011-10-17,1020,2011-06-13,2011
246 HK Equity,Delete,-1,2011-05-26,2011-07-11,0.9885,False,,,HK,368,Interim,Materials,1.0414,246,RealGold Mining,瑞金礦業,2011-05-26,1021,2011-04-18,2011
0916159D HK Equity,Delete,-1,2011-05-27,2011-05-16,0.9835,False,,,HK,369,Interim,Financials,0.9594,636,Fubon Bk (HK),富邦銀行(香港),2011-05-27,1022,2011-02-21,2011
43 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.6858,43,C. P. Pokphand,卜蜂國際,2011-04-18,1023,2010-12-13,2011
86 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Financials,0.6094,86,Sun Hung Kai Co,新鴻基公司,2011-04-18,1024,2010-12-13,2011
171 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Financials,0.6857,171,Silver Grant,銀建國際,2011-04-18,1025,2010-12-13,2011
189 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,0.7218,189,Dongyue Group,東岳集團,2011-04-18,1026,2010-12-13,2011
238 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,1.536,238,Evergreen Int,長興國際,2011-04-18,1027,2010-12-13,2011
241 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Information Technology,0.9416,241,CITIC 21CN,中信21世紀,2011-04-18,1028,2010-12-13,2011
268 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Information Technology,0.8908,268,Kingdee Int'l,金蝶國際,2011-04-18,1029,2010-12-13,2011
460 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.9452,460,Sihuan Pharm,四環醫藥,2011-04-18,1030,2010-12-13,2011
468 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,9.3029,468,GAPack,紛美包裝,2011-04-18,1031,2010-12-13,2011
590 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.8577,590,Luk Fook Hold,六福集團,2011-04-18,1032,2010-12-13,2011
603 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Energy,0.8433,603,China Oil & Gas,中油燃氣,2011-04-18,1033,2010-12-13,2011
709 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.6886,709,Giordano Int'l,佐丹奴國際,2011-04-18,1034,2010-12-13,2011
732 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Industrials,0.8242,732,Truly Int'l,信利國際,2011-04-18,1035,2010-12-13,2011
735 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Utilities,0.9631,735,C P New Energy,中國電力新能源 ,2011-04-18,1036,2010-12-13,2011
746 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.577,746,L & M Holding,理文集團 ,2011-04-18,1037,2010-12-13,2011
775 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.6656,775,CKLIFE Sciences,長江生命科技,2011-04-18,1038,2010-12-13,2011
842 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Industrials,1.059,842,Leoch Int'l,理士國際,2011-04-18,1039,2010-12-13,2011
853 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.5903,853,MicroPort,微創醫療,2011-04-18,1040,2010-12-13,2011
867 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.1399,867,CMS,康哲藥業,2011-04-18,1041,2010-12-13,2011
886 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.7825,886,Silver Base,銀基集團,2011-04-18,1042,2010-12-13,2011
926 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.8259,926,Besunyen,碧生源,2011-04-18,1043,2010-12-13,2011
0905737D HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.623,968,Little Sheep,小肥羊,2011-04-18,1044,2010-12-13,2011
980 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.6083,980,Lianhua,聯華超市,2011-04-18,1045,2010-12-13,2011
1029 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,0.952,1029,IRC,鐵貨 ,2011-04-18,1046,2010-12-13,2011
1066 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.5235,1066,Weigao Group,威高股份 ,2011-04-18,1047,2010-12-13,2011
1086 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,2.3528000000000002,1086,Goodbaby Intl,好孩子國際,2011-04-18,1048,2010-12-13,2011
1091 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,1.1038000000000001,1091,CITIC Dameng,中信大錳 ,2011-04-18,1049,2010-12-13,2011
1101 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Industrials,1.2921,1101,CH Rongsheng,中國熔盛重工,2011-04-18,1050,2010-12-13,2011
1112 HK Equity,Add,57,,2011-03-07,0.9805,False,2010-12-17,-5.09090909090909,HK,370,Regular,Unknown,,1112,Biostime,合生元,2011-04-18,1051,2010-12-17,2011
1117 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,1.3205,1117,CH Modern D,現代牧業,2011-04-18,1052,2010-12-13,2011
1157 HK Equity,Add,57,,2011-03-07,0.9804,False,2010-12-23,8.010066822875995,HK,370,Regular,Industrials,,1157,Zoomlion,中聯重科,2011-04-18,1053,2010-12-23,2011
1194 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,0.6494,1194,C PreciousMetal,中國貴金屬,2011-04-18,1054,2010-12-13,2011
1230 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.5726,1230,Yashili Int'l,雅士利國際,2011-04-18,1055,2010-12-13,2011
1288 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Financials,0.8696,1288,ABC,農業銀行,2011-04-18,1056,2010-12-13,2011
1308 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,1.0035,1308,SITC,海豐國際,2011-04-18,1057,2010-12-13,2011
1456071D HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.707,1633,Magic Holdings,美即控股,2011-04-18,1058,2010-12-13,2011
1685 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Industrials,0.3254,1685,Boer Power,博耳電力,2011-04-18,1059,2010-12-13,2011
1698 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,1.2217,1698,Boshiwa Int'l,博士蛙國際,2011-04-18,1060,2010-12-13,2011
1700 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.8164,1700,Springland,華地國際控股,2011-04-18,1061,2010-12-13,2011
1728 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,2.8738,1728,ZhengTongAuto,正通汽車,2011-04-18,1062,2010-12-13,2011
1733 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Energy,0.867,1733,Winsway,永暉焦煤,2011-04-18,1063,2010-12-13,2011
1768 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,2.2027,1768,Sateri,賽得利控股,2011-04-18,1064,2010-12-13,2011
1788 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Financials,1.2929,1788,Guotai Junan I,國泰君安國際,2011-04-18,1065,2010-12-13,2011
1798 HK Equity,Add,57,,2011-03-07,0.9805,False,2010-12-17,-6.008583690987135,HK,370,Regular,Utilities,,1798,Datang Renew,大唐新能源,2011-04-18,1066,2010-12-17,2011
1900 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.7364,1900,China ITS,中國智能交通 ,2011-04-18,1067,2010-12-13,2011
1918 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Properties & Construction,0.7687,1918,Sunac,融創中國,2011-04-18,1068,2010-12-13,2011
2005 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.6679,2005,Lijun Int'l,利君國際,2011-04-18,1069,2010-12-13,2011
2099 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,-0.1766,2099,ChinaGoldIntl,中國黃金國際,2011-04-18,1070,2010-12-13,2011
2208 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Utilities,0.7657,2208,Goldwind,金風科技,2011-04-18,1071,2010-12-13,2011
2233 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Properties & Construction,1.3685,2233,WestChinaCement,西部水泥,2011-04-18,1072,2010-12-13,2011
2238 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,1.1143,2238,GAC GROUP,廣汽集團,2011-04-18,1073,2010-12-13,2011
2333 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.9657,2333,Great Wall Motor,長城汽車,2011-04-18,1074,2010-12-13,2011
2369 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Information Technology,0.837,2369,China Wireless,中國無線,2011-04-18,1075,2010-12-13,2011
2468 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,1.1151,2468,Trony Solar,創益太陽能,2011-04-18,1076,2010-12-13,2011
2618 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Information Technology,0.727,2618,TCL Comm,TCL通訊,2011-04-18,1077,2010-12-13,2011
2626 HK Equity,Add,57,,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,1.1383,2626,HNC,湖南有色金屬公司 ,2011-04-18,1078,2010-12-13,2011
3618 HK Equity,Add,57,,2011-03-07,0.9802,False,2010-12-16,-0.952380952380949,HK,370,Regular,Financials,,3618,CQRC Bank,重慶農村商業銀行 ,2011-04-18,1079,2010-12-16,2011
45 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.7003,45,HK & S Hotels,大酒店,2011-04-18,1080,2010-12-13,2011
127 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Properties & Construction,0.6606,127,Chinese Est H,華人置業,2011-04-18,1081,2010-12-13,2011
596 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Information Technology,0.6797,596,Inspur Int'l,浪潮國際,2011-04-18,1082,2010-12-13,2011
659 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Properties & Construction,0.703,659,NWS Holdings,新創建集團,2011-04-18,1083,2010-12-13,2011
672 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Properties & Construction,0.8727,672,ZhongAn RealEst,眾安房產,2011-04-18,1084,2010-12-13,2011
858 HK Equity,Delete,-7,,2011-03-07,0.9799,False,,,HK,370,Regular,Unknown,0.4811,858,Extrawell Phar,精優藥業,2011-04-18,1085,2010-12-13,2011
930 HK Equity,Delete,-7,2011-01-26,2011-03-07,0.9799,False,,,HK,370,Regular,Materials,0.9884,930,China Forestry,中國森林,2011-01-26,1086,2010-12-13,2011
349 HK Equity,Delete,-1,2010-12-13,2010-12-06,0.9537,False,,,HK,320,Interim,Financials,0.7818,349,ICBC (Asia),工銀亞洲,2010-12-13,1087,2010-09-13,2010
1299 HK Equity,Add,1,,2010-11-12,0.9646,False,2010-10-29,17.123983739837414,HK,321,Interim,Financials,,1299,AIA,友邦保險,2010-12-24,1088,2010-10-29,2010
20 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,0.9414,20,Wheelock,會德豐,2010-10-18,1089,2010-06-14,2010
82 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,1.0375,82,VODone,第一視頻,2010-10-18,1090,2010-06-14,2010
230 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,0.7823,230,Minmetals Land,五礦建設,2010-10-18,1091,2010-06-14,2010
563 HK Equity,Add,18,,2010-09-06,0.9542,False,2010-06-25,0.0,HK,320,Regular,Properties & Construction,0.3372,563,Neo-China Land,中新地產集團,2010-10-18,1092,2010-06-25,2010
569 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Information Technology,0.5978,569,CH Automation,中國自動化,2010-10-18,1093,2010-06-14,2010
659 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,0.6822,659,NWS Holdings,新創建集團,2010-10-18,1094,2010-06-14,2010
881 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,1.6995,881,Zhongsheng Hldg,中升控股,2010-10-18,1095,2010-06-14,2010
923 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Materials,1.0534,923,Fook Woo Group,福和集團,2010-10-18,1096,2010-06-14,2010
1200 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,1.1588,1200,Midland Holding,美聯集團,2010-10-18,1097,2010-06-14,2010
1382 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,0.5928,1382,PacificTextiles,互太紡織,2010-10-18,1098,2010-06-14,2010
1683 HK Equity,Add,18,,2010-09-06,0.9538,True,,,HK,320,Regular,Industrials,,1683,IMM,國際煤機,2010-10-18,1099,2010-06-14,2010
1899 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Industrials,0.6355,1899,Xingda Int'l,興達國際,2010-10-18,1100,2010-06-14,2010
1966 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,0.8204,1966,China SCE PPT,中駿置業,2010-10-18,1101,2010-06-14,2010
1999 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,1.0377,1999,Man Wah Hldgs,敏華控股,2010-10-18,1102,2010-06-14,2010
2010 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,1.5516,2010,Ruinian Int'l,瑞年國際,2010-10-18,1103,2010-06-14,2010
2128 HK Equity,Add,18,,2010-09-06,0.9543,False,2010-06-23,0.0,HK,320,Regular,Properties & Construction,,2128,China Liansu,中國聯塑,2010-10-18,1104,2010-06-23,2010
2222 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,1.5402,2222,NVC Lighting,雷士照明,2010-10-18,1105,2010-06-14,2010
2357 HK Equity,Add,18,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,0.8873,2357,AviChina,中航科工,2010-10-18,1106,2010-06-14,2010
581 HK Equity,Delete,-4,,2010-09-06,0.9538,False,,,HK,320,Regular,Materials,0.8164,581,China Oriental,中國東方集團,2010-10-18,1107,2010-06-14,2010
626 HK Equity,Delete,-4,,2010-09-06,0.9538,False,,,HK,320,Regular,Financials,0.6678,626,Public Fin Hold,大眾金融控股,2010-10-18,1108,2010-06-14,2010
680 HK Equity,Delete,-4,,2010-09-06,0.9538,False,,,HK,320,Regular,Properties & Construction,0.715,680,Nan Hai Corp,南海控股,2010-10-18,1109,2010-06-14,2010
1836 HK Equity,Delete,-4,,2010-09-06,0.9538,False,,,HK,320,Regular,Unknown,0.5624,1836,Stella Hldgs,九興控股,2010-10-18,1110,2010-06-14,2010
1429071D HK Equity,Delete,-1,2010-08-16,2010-08-09,0.9533,False,2010-05-19,0.0,HK,306,Interim,Unknown,0.956,203,Denway Motors,駿威汽車,2010-08-16,1111,2010-05-19,2010
2332 HK Equity,Delete,-1,2010-05-17,2010-05-17,0.9534,False,,,HK,307,Interim,Telecommunications,0.4032,2332,Hutch Telecom,和記電訊國際,2010-05-17,1112,2010-02-22,2010
